Address,City,State,Zip,InstitutionName,AUTO_UNIQUE_ID_2013-07-21_nicholasdelrio_institutions,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPrimaryIdValue,FPostOfficeBoxNumber,FPrimaryIdField,FGeometrySRID,FPostOfficeBoxType,FPreType,FPreArticle,FPostArticle
Sponsored Programs, Warrensburg, MO,640934152, University of Central Missouri,196,USCGeocoder,171.8783,1,4.01,,98b460f9-d8b6-4c86-9838-db43c2909d92,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,486.007,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,38.79477237,-93.73172959,Exact,TwoThousandTen,,1740,,77110,1,47660,4048,4,9603,101,29,4,ResidenceZIP,,,,SPONSORED PROGRAMS,,,,,,,Warrensburg,MO,64093,,,,4152,,,,,,Sponsored Programs,,,,,,,,,,,SPONSORED PROGRAMS,,,,,,,Warrensburg,MO,64093,,,,4152,,,,,,,,,,,,,,,,,MO,64093,,,,,,,,,,,,486007344.9,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,64093,,zcta5ce10,0,,,,
131 Summer Street, Bridgewater, MA,23250000, Bridgewater State College,197,USCGeocoder,265.6301,1,4.01,,72c3f670-baab-4659-8662-95bf3324815f,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5958611.73,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.98880881,-70.97180703,Exact,TwoThousandTen,8050,1122,14484,8085,0,14460,1003,1,5612,23,25,9,Missing,131,,,SUMMER,ST,,,,,,Bridgewater,MA,2325,,,,0,,,,,,131 Summer Street,,,,,,,,131,,,SUMMER,ST,,,,,,Bridgewater,MA,2325,,,,0,,,,,,,,,,,,,,,,Bridgewater,MA,,,,,,,,,,,,,5958611.73,Meters,,SOURCE_CENSUS_2010_PLACES,2010,8050,,placeFp10,0,,,,
2601 Mariposa Street, San Francisco, CA,941173317, KQED Inc,198,USCGeocoder,343.7566,1,4.01,,9aeaf6ed-8808-4b99-a5fe-60d347247366,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4830.25638,ArealInterpolationGeometricCentroid,Parcel,98.87573964,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,37.76261092,-122.4097192,Relaxed,TwoThousandTen,67000,7362,41884,92790,0,41860,1014,1,228.01,75,6,1,ResidenceStreetAddress,2601,,,MARIPOSA,ST,,,,,,San Francisco,CA,94117,,,,3317,,,,,,2601 Mariposa Street,,,,,,,,2601,,,MARIPOSA,ST,,,,,,San Francisco,CA,94117,,,,3317,,,,,,,,2601,,,Mariposa,St,,,,San Francisco,CA,94110,,,,1426,,,,,,,,4830.26,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,5863369,,UniqueId,0,,,,
600 MOUNT PLEASANT AVE, PROVIDENCE, RI,29081924, Rhode Island College,199,USCGeocoder,453.1337,1,4.01,,bf973112-6559-4d9f-8185-4b2cf9912d1c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3035.375477,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,41.84256635,-71.45300252,Relaxed,TwoThousandTen,59000,6480,,59000,0,39300,5003,5,24,7,44,1,ResidenceStreetAddress,600,,,MOUNT PLEASANT,AVE,,,,,,PROVIDENCE,RI,2908,,,,1924,,,,,,600 MOUNT PLEASANT AVE,,,,,,,,600,,,MOUNT PLEASANT,AVE,,,,,,PROVIDENCE,RI,2908,,,,1924,,,,,,,,572-612,,,Mount Pleasant,Ave,,,,Providence,RI,2908,,,,,,,,,,Providence,Providence,3035.38,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,47503398,,tlid,0,,,,
20 NEW ENGLAND BUS CTR DR, ANDOVER, MA,18101077, Physical Sciences Incorporated (PSI),200,USCGeocoder,421.8831,1,4.01,,c56bc515-0705-4846-8ac1-7df0c56e893c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,13760.54858,LinearInterpolationAddressRange,StreetSegment,91.48839326,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.69330834,-71.20291796,Relaxed;Soundex,TwoThousandTen,,740,37764,1465,0,14460,4006,4,2544.02,9,25,1,ResidenceStreetAddress,20,,,NEW ENGLAND CENTER,DR,,,,,,ANDOVER,MA,1810,,,,1077,,,BUS,,,20 NEW ENGLAND BUS CTR DR,,,,,,,,20,,,NEW ENGLAND CENTER,DR,,,,,,ANDOVER,MA,1810,,,,1077,,,BUS,,,,,Feb-66,,,New England Bus Ctr,Dr,,,,Andover,MA,1810,,,,,,,,,,Andover,Essex,13760.55,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,86750250,,tlid,0,,,,
OFFICE OF SPONSORED PROJECTS, HANOVER, NH,37551404, Dartmouth College,201,USCGeocoder,109.3771,1,4.01,,23b82d9c-a5d4-4435-8464-bada9c97b896,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11356.88848,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,43.71011982,-72.28658834,Exact,TwoThousandTen,33780,,,33860,1,30100,4016,4,9616.02,9,33,2,ResidenceZIPPlus4,,,,,,,,,,,,,3755,,,,1404,,,,,,,,,,,,,,,,,SPONSORED PROJECTS,,,OFFICE,OF,,,HANOVER,NH,3755,,,,1404,,,,,,,,,,,,,,,,,NH,3755,,,,1404,,,,,,,,11356.89,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,145660034,,tlid,0,,,,
NULL ADDRESS, Eugene, OR,974053823, Thomas Daniel C,202,USCGeocoder,343.7566,1,4.01,,5079e208-c824-49dc-8e6f-c81072f6c8ad,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4964.052777,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,44.0214365,-123.088247,Exact,TwoThousandTen,,1890,,91105,0,21660,1016,1,51,39,41,2,ResidenceZIPPlus4,,,,,,,,,,,,,97405,,,,3823,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Eugene,OR,97405,,,,3823,,,,,,,,,,,,,,,,,OR,97405,,,,3823,,,,,,,,4964.05,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,178169043,,tlid,0,,,,
Office of Dean of the College, Annandale-on-Hudson, NY,125045000, Bard College,203,USCGeocoder,93.7518,1,4.01,,bb1ccca5-5204-497e-aa8d-f3701a9cb1d4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5915699.041,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,42.02973417,-73.91609166,Exact,TwoThousandTen,,160,,60905,0,39100,2017,2,1500.03,27,36,4,ResidenceZIP,,,,DEAN OF THE COLLEGE,,,OFFICE,OF,,,Annandale-on-Hudson,NY,12504,,,,5000,,,,,,Office of Dean of the College,,,,,,,,,,,DEAN OF THE COLLEGE,,,OFFICE,OF,,,Annandale-on-Hudson,NY,12504,,,,5000,,,,,,,,,,,,,,,,,NY,12504,,,,,,,,,,,,5915699.04,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,12504,,zcta5ce10,0,,,,
6601 E GRANT RD STE 201, TUCSON, AZ,857153847, KNOWLEDGE COMPUTING CORP,204,USCGeocoder,328.1313,1,4.01,,796d56e9-c89b-4ffb-ab63-bfad2268e352,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,29473.98628,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,32.24991455,-110.8515963,Relaxed,TwoThousandTen,77000,8520,,93570,0,46060,1014,1,30.04,19,4,1,ResidenceStreetAddress,6601,,E,GRANT,RD,,STE,201,,,TUCSON,AZ,85715,,,,3847,,,,,,6601 E GRANT RD STE 201,,,,,,,,6601,,E,GRANT,RD,,STE,201,,,TUCSON,AZ,85715,,,,3847,,,,,,,,6501-6699,,E,Grant,Rd,,,,Tucson,AZ,85715,,,,,,,,,,Tucson,Pima,29473.99,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,121180645,,tlid,0,,,,
920 Main Campus Drive, raleigh, nc,276065219, Valencell Inc.,205,USCGeocoder,281.2554,1,4.01,,f7123123-48dd-4e89-b760-8d648f5aaa56,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6276.42026,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,35.77316201,-78.67723154,Relaxed,TwoThousandTen,,480,,92612,0,39580,1014,1,523.02,183,37,1,ResidenceStreetAddress,920,,,MAIN CAMPUS,DR,,,,,,raleigh,NC,27606,,,,5219,,,,,,920 Main Campus Drive,,,,,,,,920,,,MAIN CAMPUS,DR,,,,,,raleigh,NC,27606,,,,5219,,,,,,,,900-998,,,Main Campus,Dr,,,,Raleigh,NC,27606,,,,,,,,,,Raleigh,Wake,6276.42,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,208348623,,tlid,0,,,,
2455 Ridge Road, Berkeley, CA,947091211, Berkeley Geochronology Center,206,USCGeocoder,531.2602,1,4.01,,2e2135d1-85e6-4cdf-bafa-06065d5b550e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1725.086237,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,37.87593548,-122.2614046,Relaxed,TwoThousandTen,6000,7362,36084,90200,0,41860,3009,3,4225,1,6,1,ResidenceStreetAddress,2455,,,RIDGE,RD,,,,,,Berkeley,CA,94709,,,,1211,,,,,,2455 Ridge Road,,,,,,,,2455,,,RIDGE,RD,,,,,,Berkeley,CA,94709,,,,1211,,,,,,,,2447-2479,,,Ridge,Rd,,,,Berkeley,CA,94709,,,,,,,,,,Berkeley,Alameda,1725.09,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,624091044,,tlid,0,,,,
1024 S INNOVATION WAY, STILLWATER, OK,740744150, NOMADICS INC,207,USCGeocoder,250.0048,1,4.01,,3464a880-8d39-4c5d-acb4-600c1e7f0b3c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,347.596,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,36.08104569,-97.07626601,Exact,TwoThousandTen,,2340,,93237,1,44660,3014,3,110,119,40,4,ResidenceZIP,1024,,S,INNOVATION,WAY,,,,,,STILLWATER,OK,74074,,,,4150,,,,,,1024 S INNOVATION WAY,,,,,,,,1024,,S,INNOVATION,WAY,,,,,,STILLWATER,OK,74074,,,,4150,,,,,,,,,,,,,,,,,OK,74074,,,,,,,,,,,,347595686.2,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,74074,,zcta5ce10,0,,,,
7700 SANDHOLDT RD, MOSS LANDING, CA,950399644, Monterey Bay Aquarium Research Institute,208,USCGeocoder,140.6277,1,4.01,,dc87c20a-141c-4a1d-a573-d450f25f73ea,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,24241.15466,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,36.80215087,-121.7881631,Exact,TwoThousandTen,49488,7120,,92320,0,41500,2046,2,146.01,53,6,1,ResidenceStreetAddress,7700,,,SANDHOLDT,RD,,,,,,MOSS LANDING,CA,95039,,,,9644,,,,,,7700 SANDHOLDT RD,,,,,,,,7700,,,SANDHOLDT,RD,,,,,,MOSS LANDING,CA,95039,,,,9644,,,,,,,,7700,,,SANDHOLDT,RD,,,,Elkhorn,CA,95039,,,,9644,,,,,,,,24241.15,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,2343739,,UniqueId,0,,,,
104 University Circle, Lafayette, LA,705032701, University of Louisiana at Lafayette,209,USCGeocoder,312.506,1,4.01,,f0296b50-331b-4329-89be-84f00c1d4b5b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2645.72362,LinearInterpolationAddressRange,StreetSegment,91.42011834,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,30.21717062,-92.0190147,Relaxed,TwoThousandTen,,220,,95782,0,29180,1000,1,22,55,22,1,ResidenceStreetAddress,104,,,UNIVERSITY,CIR,,,,,,Lafayette,LA,70503,,,,2701,,,,,,104 University Circle,,,,,,,,104,,,UNIVERSITY,CIR,,,,,,Lafayette,LA,70503,,,,2701,,,,,,,,100-198,,E,University,Ave,,,,Lafayette,LA,70503,,,,,,,,,,D,Lafayette,2645.72,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,85616258,,tlid,0,,,,
3160 Porter Drive, Palo Alto, CA,943041212, Stanford University,210,USCGeocoder,296.8807,1,4.01,,31406f54-77ef-48f6-8290-9afcb4473ee4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2627.904762,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,37.40886418,-122.1521398,Relaxed,TwoThousandTen,55282,7362,,92830,0,41940,1054,1,5117.05,85,6,1,ResidenceStreetAddress,3160,,,PORTER,DR,,,,,,Palo Alto,CA,94304,,,,1212,,,,,,3160 Porter Drive,,,,,,,,3160,,,PORTER,DR,,,,,,Palo Alto,CA,94304,,,,1212,,,,,,,,3104-3160,,,Porter,Dr,,,,Palo Alto,CA,94304,,,,,,,,,,San Jose,Santa Clara,2627.9,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,614026222,,tlid,0,,,,
7300 HURON RIVER DR, DEXTER, MI,481301065, CLARK-MXR INC,211,USCGeocoder,187.5036,1,4.01,,def0b32d-1dff-4e82-bac7-54876f527c0b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8323.86581,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.34010512,-83.87528023,Relaxed,TwoThousandTen,22160,2162,,85100,0,11460,2021,2,4610,161,26,1,ResidenceStreetAddress,7300,,,HURON RIVER,DR,,,,,,DEXTER,MI,48130,,,,1065,,,,,,7300 HURON RIVER DR,,,,,,,,7300,,,HURON RIVER,DR,,,,,,DEXTER,MI,48130,,,,1065,,,,,,,,7100-7300,,,Huron River,Dr,,,,Dexter,MI,48130,,,,,,,,,,Scio,Washtenaw,8323.87,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,26010694,,tlid,0,,,,
P.O. Box 873372, Republic of Panama, NULL STATE NAME, NULL ZIP CODE, CATHALAC,212,USCGeocoder,0,1,4.01,,2ae61267-2f0e-4e5a-8cc0-f3a4bbc9cb11,,Unknown,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,Unknown,,Unmatchable,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republic of Panama,,NULL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,Unknown,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,0,,,,
10901 Old Cutler Road, Coral Gables, FL,331564296, Fairchild Tropical Garden,213,USCGeocoder,312.506,1,4.01,,2dd9e0d2-846f-4e7e-bcd5-3a5c39c6d627,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,52495.21722,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,25.67598156,-80.27588497,Relaxed,TwoThousandTen,14250,4992,33124,91714,0,33100,4007,4,80,86,12,1,ResidenceStreetAddress,10901,,,OLD CUTLER,RD,,,,,,Coral Gables,FL,33156,,,,4296,,,,,,10901 Old Cutler Road,,,,,,,,10901,,,CUTLER,RD,,,,,,Coral Gables,FL,33156,,,,4296,,OLD,,,,,,10901,,,Old Cutler,Rd,,,,Cutler Bay,FL,33156,,,,4233,,,,,,,,52495.22,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,1826510,,UniqueId,0,,,,
NULL ADDRESS, Berkeley, CA,947203860, Huerta-Sanchez Emilia,214,USCGeocoder,531.2602,1,4.01,,b87b58fb-7b8f-4ad3-b4c8-cc28ca8a43e2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1612534.919,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,37.87383839,-122.2549335,Exact,TwoThousandTen,6000,7362,36084,90200,0,41860,1007,1,4226,1,6,4,ResidenceZIP,,,,NULL ADDRESS,,,,,,,Berkeley,CA,94720,,,,3860,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,Berkeley,CA,94720,,,,3860,,,,,,,,,,,,,,,,,CA,94720,,,,,,,,,,,,1612534.92,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,94720,,zcta5ce10,0,,,,
NULL ADDRESS, Ann Arbor, MI,481051464, Chen Elizabeth R,215,USCGeocoder,171.8783,1,4.01,,a5dfa457-397f-4932-bd81-4a7fc65b93fb,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1861.223812,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,42.31316992,-83.70066956,Exact,TwoThousandTen,,870,,,0,11460,2004,2,4027,161,26,2,ResidenceZIPPlus4,,,,,,,,,,,,,48105,,,,1464,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Ann Arbor,MI,48105,,,,1464,,,,,,,,,,,,,,,,,MI,48105,,,,1464,,,,,,,,1861.22,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,26013845,,tlid,0,,,,
3640 Colonel Glenn Highway, Dayton, OH,454350001, Wright State University,216,USCGeocoder,500.0096,1,4.01,,9642299f-3e52-4058-8aee-bd6b09448d64,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,148.806,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.77961307,-84.20082874,Exact,TwoThousandTen,21000,2000,,21000,0,19380,2036,2,16,113,39,9,Missing,3640,,,COLONEL GLENN,HWY,,,,,,Dayton,OH,45435,,,,1,,,,,,3640 Colonel Glenn Highway,,,,,,,,3640,,,COLONEL GLENN,HWY,,,,,,Dayton,OH,45435,,,,1,,,,,,,,,,,,,,,,Dayton,OH,,,,,,,,,,,,,148806035.2,Meters,,SOURCE_CENSUS_2010_PLACES,2010,21000,,placeFp10,0,,,,
NULL ADDRESS, Seattle, WA,981951800, Williams Charles D,217,USCGeocoder,453.1337,1,4.01,,be29ab96-9007-4c28-a9a0-aac973cb9917,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,234297.0837,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,47.64927658,-122.3092083,Exact,TwoThousandTen,63000,7602,42644,92928,0,42660,2018,2,53.02,33,53,4,ResidenceZIP,,,,NULL ADDRESS,,,,,,,Seattle,WA,98195,,,,1800,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,Seattle,WA,98195,,,,1800,,,,,,,,,,,,,,,,,WA,98195,,,,,,,,,,,,234297.08,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,98195,,zcta5ce10,0,,,,
303 Homestead Avenue, Holyoke, MA,10401091, Holyoke Community College,218,USCGeocoder,312.506,1,4.01,,ab5b8aa9-8c90-450c-804b-01bd7179017f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,556708.9671,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,42.1955325,-72.65114151,Exact,TwoThousandTen,30840,8000,,30840,0,44140,2034,2,8121.01,13,25,1,ResidenceStreetAddress,303,,,HOMESTEAD,AVE,,,,,,Holyoke,MA,1040,,,,1091,,,,,,303 Homestead Avenue,,,,,,,,303,,,HOMESTEAD,AVE,,,,,,Holyoke,MA,1040,,,,1091,,,,,,,,303,,,Homestead,Ave,,,,Holyoke,MA,1040,,,,1091,,,,,,,,556708.97,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,758775,,UniqueId,0,,,,
1000 Oak Street, Oakland, CA,946074892, Oakland Museum of California,219,USCGeocoder,437.5084,1,4.01,,0ebdbff2-c02e-4389-aead-99319496b73e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1725.270717,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,37.79829154,-122.2645367,Relaxed,TwoThousandTen,53000,7362,36084,92230,0,41860,1006,1,4033,1,6,1,ResidenceStreetAddress,1000,,,OAK,ST,,,,,,Oakland,CA,94607,,,,4892,,,,,,1000 Oak Street,,,,,,,,1000,,,OAK,ST,,,,,,Oakland,CA,94607,,,,4892,,,,,,,,1000-1098,,,Oak,St,,,,Oakland,CA,94607,,,,,,,,,,Oakland,Alameda,1725.27,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,125000952,,tlid,0,,,,
ONE UNIVERSITY BLVD, SAINT LOUIS, MO,631214400, University of Missouri-Saint Louis,220,USCGeocoder,734.3891,1,4.01,,1345b902-294a-40dd-843d-e0d5002c5aca,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,18594098.26,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,38.70719385,-90.30133573,Exact,TwoThousandTen,52796,7040,,52814,0,41180,3010,3,2123,189,29,4,ResidenceZIP,1,,,UNIVERSITY,BLVD,,,,,,SAINT LOUIS,MO,63121,,,,4400,,,,,,ONE UNIVERSITY BLVD,,,,,,,,1,,,UNIVERSITY,BLVD,,,,,,SAINT LOUIS,MO,63121,,,,4400,,,,,,,,,,,,,,,,,MO,63121,,,,,,,,,,,,18594098.26,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,63121,,zcta5ce10,0,,,,
800 Florida Avenue NE, Washington, DC,200023660, Gallaudet University,221,USCGeocoder,468.759,1,4.01,,4e2a8bec-b720-4e0f-9ab4-dabbd1f80206,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2852.447245,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,38.90484346,-76.99486865,Relaxed,TwoThousandTen,50000,8872,47894,50000,0,47900,1018,1,88.03,1,11,1,ResidenceStreetAddress,800,,,FLORIDA,AVE,NE,,,,,Washington,DC,20002,,,,3660,,,,,,800 Florida Avenue NE,,,,,,,,800,,,FLORIDA,AVE,NE,,,,,Washington,DC,20002,,,,3660,,,,,,,,704-800,,,Florida,Ave,NE,,,Washington,DC,20002,,,,,,,,,,Washington,District of Columbia,2852.45,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,76229752,,tlid,0,,,,
NULL ADDRESS, Durham, NC,277080227, Palter Jaime B,222,USCGeocoder,328.1313,1,4.01,,de3d885c-765e-48fe-85c6-86a9e53d3d5b,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,280.445,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.9809638,-78.9056471,Exact,TwoThousandTen,,480,,90932,0,20500,1008,1,13.01,63,37,9,Missing,,,,NULL ADDRESS,,,,,,,Durham,NC,27708,,,,227,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,Durham,NC,27708,,,,227,,,,,,,,,,,,,,,,Durham,NC,,,,,,,,,,,,,280444981,Meters,,SOURCE_CENSUS_2010_PLACES,2010,19000,,placeFp10,0,,,,
